Trader,Market Share,Profit,Scenario
ZIC,5.0,103.89206,10s static P*
ZIC,10.0,105.48442,10s static P*
ZIC,15.0,76.78880000000001,10s static P*
ZIC,20.0,106.31802,10s static P*
ZIC,25.0,103.77594000000002,10s static P*
ZIC,30.0,129.76696,10s static P*
ZIC,35.0,87.00709999999995,10s static P*
ZIC,40.0,89.50757999999999,10s static P*
ZIC,45.0,98.22762000000004,10s static P*
ZIC,50.0,109.17246,10s static P*
ZIC,55.0,110.23502000000003,10s static P*
ZIC,60.0,79.06034,10s static P*
ZIC,65.0,121.31658,10s static P*
ZIC,70.0,110.33404,10s static P*
ZIC,75.0,74.49516,10s static P*
ZIC,80.0,101.20244,10s static P*
ZIC,85.0,80.10234,10s static P*
ZIC,90.0,65.79252,10s static P*
ZIC,95.0,106.5933,10s static P*
ZIC,5.0,102.86292,2s static P*
ZIC,10.0,115.04919999999996,2s static P*
ZIC,15.0,91.33602,2s static P*
ZIC,20.0,64.73733999999999,2s static P*
ZIC,25.0,109.84604,2s static P*
ZIC,30.0,72.97534,2s static P*
ZIC,35.0,80.84395999999998,2s static P*
ZIC,40.0,84.18909999999998,2s static P*
ZIC,45.0,116.11422000000002,2s static P*
ZIC,50.0,63.70178,2s static P*
ZIC,55.0,65.70323999999998,2s static P*
ZIC,60.0,83.76162,2s static P*
ZIC,65.0,107.0092,2s static P*
ZIC,70.0,75.86756,2s static P*
ZIC,75.0,84.97066000000002,2s static P*
ZIC,80.0,52.9902,2s static P*
ZIC,85.0,101.58632,2s static P*
ZIC,90.0,125.92832,2s static P*
ZIC,95.0,69.00918,2s static P*
ZIC,5.0,97.56992,0.5s static P*
ZIC,10.0,90.5319,0.5s static P*
ZIC,15.0,59.560479999999984,0.5s static P*                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ZIC,20.0,65.98742,0.5s static P*
ZIC,25.0,71.54657999999999,0.5s static P*
ZIC,30.0,99.79046000000002,0.5s static P*
ZIC,35.0,95.76034,0.5s static P*
ZIC,40.0,66.9055,0.5s static P*
ZIC,45.0,72.0744,0.5s static P*
ZIC,50.0,55.04155999999998,0.5s static P*
ZIC,55.0,90.11386,0.5s static P*
ZIC,60.0,87.78424000000003,0.5s static P*
ZIC,65.0,90.98344,0.5s static P*
ZIC,70.0,41.6361,0.5s static P*
ZIC,75.0,70.30072,0.5s static P*
ZIC,80.0,73.02632,0.5s static P*
ZIC,85.0,78.17506,0.5s static P*
ZIC,90.0,64.45531999999999,0.5s static P*
ZIC,95.0,45.201,0.5s static P*
ZIC,5.0,82.98874,10s dynamic P*
ZIC,10.0,67.27501999999997,10s dynamic P*
ZIC,15.0,70.70592000000002,10s dynamic P*
ZIC,20.0,40.76405999999999,10s dynamic P*
ZIC,25.0,74.95532,10s dynamic P*
ZIC,30.0,47.66742000000001,10s dynamic P*
ZIC,35.0,86.1153,10s dynamic P*
ZIC,40.0,71.31814,10s dynamic P*
ZIC,45.0,86.41008,10s dynamic P*
ZIC,50.0,106.52410000000002,10s dynamic P*
ZIC,55.0,95.47708,10s dynamic P*
ZIC,60.0,71.54690000000002,10s dynamic P*
ZIC,65.0,100.70361999999996,10s dynamic P*
ZIC,70.0,65.94868000000001,10s dynamic P*
ZIC,75.0,84.27412000000001,10s dynamic P*
ZIC,80.0,58.58249999999998,10s dynamic P*
ZIC,85.0,88.55196000000004,10s dynamic P*
ZIC,90.0,64.32369999999999,10s dynamic P*
ZIC,95.0,51.24893999999999,10s dynamic P*
ZIC,5.0,57.54741999999999,2s dynamic P*
ZIC,10.0,48.311239999999984,2s dynamic P*
ZIC,15.0,71.42396,2s dynamic P*
ZIC,20.0,75.64192,2s dynamic P*
ZIC,25.0,122.22191999999998,2s dynamic P*
ZIC,30.0,59.75051999999998,2s dynamic P*
ZIC,35.0,85.13730000000001,2s dynamic P*
ZIC,40.0,59.524319999999975,2s dynamic P*
ZIC,45.0,66.41584,2s dynamic P*
ZIC,50.0,61.37374,2s dynamic P*
ZIC,55.0,40.59329999999999,2s dynamic P*
ZIC,60.0,76.38634000000005,2s dynamic P*
ZIC,65.0,67.37732,2s dynamic P*
ZIC,70.0,54.931740000000005,2s dynamic P*
ZIC,75.0,79.18255999999997,2s dynamic P*
ZIC,80.0,75.29491999999999,2s dynamic P*
ZIC,85.0,73.15539999999997,2s dynamic P*
ZIC,90.0,66.7728,2s dynamic P*
ZIC,95.0,50.45186,2s dynamic P*
ZIC,5.0,69.01563999999998,0.5s dynamic P*
ZIC,10.0,76.30332,0.5s dynamic P*
ZIC,15.0,89.19883999999999,0.5s dynamic P*
ZIC,20.0,56.50840000000001,0.5s dynamic P*
ZIC,25.0,68.71191999999999,0.5s dynamic P*
ZIC,30.0,35.917979999999986,0.5s dynamic P*
ZIC,35.0,51.42628000000002,0.5s dynamic P*
ZIC,40.0,75.93455999999999,0.5s dynamic P*
ZIC,45.0,68.59237999999999,0.5s dynamic P*
ZIC,50.0,66.34018,0.5s dynamic P*
ZIC,55.0,75.03732,0.5s dynamic P*
ZIC,60.0,63.95772000000001,0.5s dynamic P*
ZIC,65.0,58.01306,0.5s dynamic P*
ZIC,70.0,41.15924,0.5s dynamic P*
ZIC,75.0,61.52854,0.5s dynamic P*
ZIC,80.0,78.4989,0.5s dynamic P*
ZIC,85.0,29.89566,0.5s dynamic P*
ZIC,90.0,43.41261999999999,0.5s dynamic P*
ZIC,95.0,87.54689999999998,0.5s dynamic P*
